time,velocity,altitude,velocity_y,velocity_x,acceleration,downrange_distance,angle,q,propellant,mass_flow_rate,thrust,mass,apoapsis,periapsis,propellant_est,mass_flow_rate_est,rho_est,kinetic_energy_est,potential_energy_est,delta_time,delta_v,cum_delta_v,dynamic_pressure_est,thrust_to_weight_est,mach_est,drag_est,apoapsis_est,periapsis_est
314,593.7710974032434,161.85086658043977,199.2589593075316,105.32277385334791,18.67294796537658,6.428265844194606,82.0,28521.138692667395,401286.93662322155,846.352601731171,5600000.0,431286.93662322155,0.0,0.0,383229.0244751766,808.2667346532683,1.2018951053910316,76028148800.49097,684545009.1789658,1.0,1.6416276987364427,593.7710974032434,211872.54274543474,1.3240398230900032,1.744897285853958,1059362.7137271736,-13781.462014331482,-6339054.178201077
315,595.41272510198,162.74828972241573,199.69672669386134,106.67985275097011,18.694836334693065,6.526763506118798,82.0,28588.992637548505,400892.9459755248,845.2581832653467,5600000.0,430892.9459755248,0.0,0.0,382852.7634066261,807.2215650184061,1.2017682169740314,76379289298.44456,687711827.2560784,1.0,1.6416276987365563,595.41272510198,213023.218809317,1.3252504702178984,1.749721487854418,1065116.094046585,-13681.098171942867,-6339053.673860161
316,596.7031340165157,168.4523927967368,200.8703810566113,102.90244751765982,18.63310118396179,6.4245647199283615,81.49825887971345,28599.81534175704,400498.95532782807,815.7317679832844,5600000.0,430498.95532782807,0.0,0.0,382476.5023380758,779.0238384240365,1.2009620157744403,76640573158.55774,711164323.9415455,1.0,1.2904089145357602,596.7031340165157,213804.0431724602,1.3264633333030689,1.75351357376507,1069020.215862301,-13597.009598608129,-6339053.251304516
317,597.885105959606,175.64053328027066,202.27123669286638,97.53979703512087,18.54554770669585,6.26040195005472,80.84160780021888,28593.02994726893,400104.96468013135,777.4271216794348,5600000.0,430104.96468013135,0.0,0.0,382100.24126952543,742.4429012038602,1.1999468352402787,76874079668.25035,740832247.2611837,1.0,1.181971943090275,597.885105959606,214470.45764405077,1.3276784184351893,1.7569869992054012,1072352.2882202538,-13517.8716338519,-6339052.853626301
318,599.0670779026963,182.8286737638045,203.67209232912145,92.17714655258192,18.457994229429907,6.096239180181079,80.18495672072432,28586.24455278082,399710.9740324346,739.122475375585,5600000.0,429710.9740324346,0.0,0.0,381723.980200975,705.8619639836837,1.1989325128444288,77107630206.06754,770444624.5359752,1.0,1.181971943090275,599.0670779026963,215137.26767299557,1.3288957317262684,1.7604604246457323,1075686.3383649779,-13438.589339776896,-6339052.4552228125
319,600.2490498457865,190.01681424733883,205.0729479653766,86.81449607004261,18.37044075216396,5.932076410307427,79.52830564122971,28579.459158292706,399316.9833847378,700.817829071733,5600000.0,429316.9833847378,0.0,0.0,381347.71913242457,669.2810267635049,1.1979190478615014,77341223120.7263,800001455.7659221,1.0,1.181971943090275,600.2490498457865,215804.47069851006,1.3301152793107514,1.7639338500860633,1079022.3534925503,-13359.162705656141,-6339052.056093998
320,601.4951945080093,196.0019301562034,206.2684509004079,82.78663814545818,18.304278181275496,5.824813451397873,79.0,28585.59387125659,398935.82728086755,669.7860909362253,5600000.0,428935.82728086755,0.0,0.0,380983.7150532285,639.6457168440951,1.1970758524798875,77593733872.38623,824467131.0528399,1.0,1.2461446622227186,601.4951945080093,216548.9082859071,1.331297231307567,1.7675958579682307,1082744.5414295355,-13276.861978363246,-6339051.642522505
321,603.0054919908467,197.0350611879415,206.61866480947168,84.25315888966271,18.32616655059198,5.951765993433488,79.0,28644.911352104267,398607.5017411203,668.6916724704009,5600000.0,428607.5017411203,0.0,0.0,380670.16416276986,638.6005472092329,1.1969303629441062,77924191963.56859,828178509.4359416,1.0,1.5102974828374727,603.0054919908467,217611.29002687288,1.3323170428606954,1.7720341238086534,1088056.4501343644,-13183.12619374413,-6339051.171488411
322,604.5157894736843,198.0681922196797,206.96887871853548,85.71967963386734,18.348054919908467,6.078718535469113,79.0,28704.228832951947,398279.176201373,667.5972540045766,5600000.0,428279.176201373,0.0,0.0,380356.61327231117,637.5553775743706,1.1967848910907506,78255029684.0683,831883234.9228885,1.0,1.5102974828375864,604.5157894736843,218676.14019532828,1.333338418020916,1.7764723896490766,1093380.7009766414,-13089.155161454342,-6339050.699272168
323,606.0260869565218,199.1013232514178,207.31909262759925,87.18620037807187,18.369943289224953,6.205671077504729,79.0,28763.546313799623,397950.8506616257,666.5028355387524,5600000.0,427950.8506616257,0.0,0.0,380043.06238185253,636.5102079395085,1.1966394369176718,78586244787.15515,835581307.51368,1.0,1.5102974828374727,606.0260869565218,219743.45784378683,1.3343613603870446,1.7809106554894993,1098717.2892189343,-12994.948860751465,-6339050.225873672
324,607.5363844393593,200.13445428315592,207.66930653666304,88.6527211222764,18.391831658541438,6.332623619540345,79.0,28822.8637946473,397622.5251218784,665.408417072928,5600000.0,427622.5251218784,0.0,0.0,379729.5114913939,635.4650383046462,1.1964940004227211,78917835026.09895,839272727.2083168,1.0,1.5102974828374727,607.5363844393593,220813.2420249965,1.3353858735689494,1.7853489213299223,1104066.2101249825,-12900.507270845585,-6339049.751292818
325,609.0466819221969,201.1730733260372,208.0195204457268,90.11924186648093,18.413720027857924,6.459576161575961,79.0,28882.181275494975,397294.1995821311,664.3139986071038,5600000.0,427294.1995821311,0.0,0.0,379415.9606009352,634.4198686697841,1.1963478091834878,79249798154.1696,842980490.5552388,1.0,1.5102974828375864,609.0466819221969,221885.3485319796,1.3364119611875955,1.7897871871703452,1109426.742659898,-12805.824877798557,-6339049.2755018985
326,610.5569794050344,202.214959705502,208.36973435479058,91.58576261068556,18.43560839717441,6.586528703611585,79.0,28941.498756342655,396965.8740423838,663.2195801412795,5600000.0,426965.8740423838,0.0,0.0,379102.4097104765,633.374699034922,1.1962011759954443,79582131924.63686,846695246.3466802,1.0,1.5102974828375864,610.5569794050344,222959.83258611744,1.3374396268750837,1.7942254530107684,1114799.1629305873,-12710.903883021325,-6339048.7985119745
327,612.0672768878719,203.2568460849667,208.71994826385435,93.0522833548901,18.457496766490895,6.713481245647201,79.0,29000.81623719033,396637.54850263655,662.1251616754552,5600000.0,426637.54850263655,0.0,0.0,378788.8588200179,632.3295294000596,1.196054560779843,79914834090.77052,850403292.8614905,1.0,1.5102974828374727,612.0672768878719,224036.7781122291,1.3384688742746953,1.7986637188511914,1120183.8905611455,-12615.747535822913,-6339048.320339376
328,613.5775743707094,204.2987324644314,209.07016217291812,94.51880409909462,18.479385135807384,6.840433787682818,79.0,29060.133718038007,396309.22296288924,661.0307432096308,5600000.0,426309.22296288924,0.0,0.0,378475.3079295592,631.2843597651975,1.1959079635344811,80247902405.84047,854104630.0996697,1.0,1.5102974828374727,613.5775743707094,225116.18415639273,1.3394997070409371,1.803101984691614,1125580.9207819635,-12520.355815200135,-6339047.840983996
329,615.087871853547,205.34112824594573,209.4203760819819,95.98532484329924,18.50127350512387,6.967386329718441,79.0,29119.451198885687,395980.897423142,659.9363247438065,5600000.0,425980.897423142,0.0,0.0,378161.7570391006,630.2391901303351,1.1957613125955933,80581334623.11652,857801386.0605526,1.0,1.5102974828375864,615.087871853547,226198.03620895385,1.340532128839581,1.8075402505320373,1130990.1810447692,-12424.728190159425,-6339047.360443166
330,616.5981693363844,206.39176997313703,209.77058999104568,97.45184558750377,18.523161874440355,7.094338871754058,79.0,29178.768679733363,395652.5718833947,658.8419062779823,5600000.0,425652.5718833947,0.0,0.0,377848.2061486419,629.1940204954731,1.195613519761415,80915128495.86845,861525849.903627,1.0,1.5102974828374727,616.5981693363844,227282.12625341484,1.34156614334771,1.81197851637246,1136410.6312670743,-12328.856894686818,-6339046.878677863
331,618.1084668192219,207.44241170032834,210.12080390010945,98.9183663317083,18.54505024375684,7.2212914137896735,79.0,29238.08616058104,395324.2463436474,657.7474878121579,5600000.0,425324.2463436474,0.0,0.0,377534.65525818325,628.1488508606108,1.1954657451940278,81249281777.3661,865243548.089595,1.0,1.5102974828374727,618.1084668192219,228368.67171682522,1.342601754253761,1.8164167822128827,1141843.3585841262,-12232.750161929056,-6339046.395729457
332,619.6187643020595,208.49305342751964,210.47101780917322,100.38488707591283,18.566938613073326,7.34824395582529,79.0,29297.403641428715,394995.9208039001,656.6530693463337,5600000.0,424995.9208039001,0.0,0.0,377221.10436772456,627.1036812257487,1.1953179888911734,81583792220.87935,868954480.618456,1.0,1.5102974828375864,619.6187643020595,229457.67163862608,1.3436389652575682,1.820855048053306,1147288.3581931305,-12136.407970665954,-6339045.911597842
333,621.1290617848971,209.54369515471103,210.82123171823702,101.85140782011746,18.588826982389815,7.475196497860914,79.0,29356.72112227639,394667.5952641528,655.5586508805094,5600000.0,424667.5952641528,0.0,0.0,376907.55347726593,626.0585115908865,1.195170250850595,81918657579.67796,872658647.4902105,1.0,1.5102974828375864,621.1290617848971,230549.12505850018,1.3446777800704086,1.825293313893729,1152745.6252925007,-12039.830299625173,-6339045.4262829125
334,622.6393592677346,210.59862302258486,211.17144562730078,103.31792856432197,18.6107153517063,7.60214903989653,79.0,29416.038603124067,394339.26972440555,654.4642324146851,5600000.0,424339.26972440555,0.0,0.0,376594.0025868073,625.0133419560242,1.1950219284778707,82253875607.03174,876373884.8222407,1.0,1.5102974828374727,622.6393592677346,231642.9142099751,1.3457182024150445,1.8297315797341518,1158214.5710498756,-11943.012836219743,-6339044.9397629965
335,624.149656750572,211.65802009750274,211.52165953636455,104.7844493085265,18.632603721022786,7.729101581932146,79.0,29475.356083971743,394010.94418465823,653.3698139488608,5600000.0,424010.94418465823,0.0,0.0,376280.4516963486,623.9681723211621,1.1948729962608502,82589444056.21054,880100912.4265051,1.0,1.5102974828374727,624.149656750572,232739.0314623223,1.3467602360257696,1.8341698455745745,1163695.1573116113,-11845.955375391059,-6339044.4520370625
336,625.6599542334095,212.71741717242062,211.8718734454283,106.25097005273105,18.654492090339268,7.856054123967762,79.0,29534.67356481942,393682.618644911,652.2753954830365,5600000.0,423682.618644911,0.0,0.0,375966.90080589,622.9230026862998,1.1947240826048322,82925360680.48419,883821117.9931868,1.0,1.5102974828374727,625.6599542334095,233837.59706861957,1.3478038846484521,1.8386081114149975,1169187.9853430977,-11748.662370118313,-6339043.963127488
337,627.1702517162471,213.7768142473386,212.2220873544921,107.71749079693566,18.676380459655757,7.983006666003386,79.0,29593.9910456671,393354.29310516367,651.1809770172122,5600000.0,423354.29310516367,0.0,0.0,375653.3499154313,621.8778330514376,1.1945751875075035,83261623233.12251,887534501.5222863,1.0,1.5102974828375864,627.1702517162471,234938.61006194976,1.3488491520405812,1.8430463772554206,1174693.0503097486,-11651.133798912168,-6339043.473034166
338,628.6805491990847,214.8362113222565,212.57230126355586,109.1840115411402,18.698268828972243,8.109959208039001,79.0,29653.308526514775,393025.96756541636,650.086558551388,5600000.0,423025.96756541636,0.0,0.0,375339.7990249726,620.8326634165754,1.1944263109665518,83598229467.39532,891241063.0138028,1.0,1.5102974828375864,628.6805491990847,236042.06947564104,1.349896041971311,1.8474846430958436,1180210.3473782053,-11553.36964023579,-6339042.981756986
339,630.1908466819222,215.9036712764899,212.92251517261963,110.65053228534472,18.720157198288728,8.236911750074619,79.0,29712.62600736245,392697.6420256691,648.9921400855636,5600000.0,422697.6420256691,0.0,0.0,375026.24813451397,619.7874937817132,1.194276320119616,83935177136.57242,894974225.1007322,1.0,1.5102974828374727,630.1908466819222,237147.74939096175,1.3509445582215056,1.8519229089362665,1185738.746954809,-11455.36179875955,-6339042.48925527
340,631.7011441647597,216.97182369913446,213.27272908168342,112.11705302954935,18.742045567605214,8.363864292110241,79.0,29771.94348821013,392369.3164859218,647.8977216197393,5600000.0,422369.3164859218,0.0,0.0,374712.6972440553,618.742324146851,1.1941262508261428,84272463993.92368,898703381.4523741,1.0,1.5102974828375864,631.7011441647597,238255.85228158828,1.3519947045837866,1.8563611747766895,1191279.2614079413,-11357.11763265729,-6339041.995565993
341,633.2114416475973,218.03997612177895,213.6229429907472,113.58357377375388,18.7639339369217,8.490816834145859,79.0,29831.260969057807,392040.9909461745,646.8033031539151,5600000.0,422040.9909461745,0.0,0.0,374399.1463535966,617.6971545119889,1.1939762003899408,84610087792.71887,902425659.3859571,1.0,1.5102974828375864,633.2114416475973,239366.39640364653,1.3530464848625763,1.8607994406171127,1196831.9820182326,-11258.637813608162,-6339041.500692531
342,634.7217391304348,219.10812854442347,213.97315689981096,115.05009451795841,18.785822306238185,8.617769376181474,79.0,29890.578449905483,391712.66540642723,645.7088846880907,5600000.0,421712.66540642723,0.0,0.0,374085.595463138,616.6519848771267,1.1938261688086407,84948046286.22783,906141058.9014819,1.0,1.5102974828374727,634.7217391304348,240479.38078390196,1.3540999028741445,1.8652377064575356,1202396.9039195096,-11159.922319856472,-6339041.004634773
343,636.2320366132724,220.17936523728983,214.32337080887473,116.51661526216294,18.80771067555467,8.74472191821709,79.0,29949.89593075316,391384.3398666799,644.6144662222664,5600000.0,421384.3398666799,0.0,0.0,373772.0445726793,615.6068152422644,1.1936757229482082,85286337227.7204,909862325.3407878,1.0,1.5102974828375864,636.2320366132724,241594.71678542506,1.3551549624466563,1.8696759722979586,1207973.5839271254,-11060.96804079879,-6339040.507377089
344,637.74233409611,221.25627300766098,214.67358471793852,117.98313600636757,18.82959904487116,8.871674460252715,79.0,30009.21341160084,391056.0143269326,643.5200477564421,5600000.0,421056.0143269326,0.0,0.0,373458.49368222064,614.5616456074022,1.193524499744337,85624958370.46638,913600110.2245286,1.0,1.5102974828375864,637.74233409611,242712.32835398952,1.3562116674202163,1.8741142381383817,1213561.6417699475,-10961.772363594733,-6339040.00890635
345,639.2526315789474,222.33318077803204,215.0237986270023,119.4496567505721,18.85148741418764,8.99862700228833,79.0,30068.530892448514,390727.68878718535,642.4256292906178,5600000.0,420727.68878718535,0.0,0.0,373144.942791762,613.51647597254,1.1933732956984808,85963907467.7356,917330960.3097347,1.0,1.5102974828374727,639.2526315789474,243832.3749540097,1.3572700216469153,1.8785525039788045,1219161.8747700485,-10862.340945568867,-6339039.509250983
346,640.7629290617849,223.41008854840314,215.37401253606606,120.91617749477663,18.873375783504127,9.125579544323946,79.0,30127.84837329619,390399.36324743804,641.3312108247935,5600000.0,420399.36324743804,0.0,0.0,372831.3919013033,612.4713063376778,1.1932221108082126,86303182272.79784,921054875.5964062,1.0,1.5102974828374727,640.7629290617849,244954.85560572223,1.3583300289908793,1.8829907698192274,1224774.2780286113,-10762.673764750361,-6339039.0084108785
347,642.2732265446225,224.4869963187743,215.72422644512986,122.38269823898126,18.895264152820616,9.25253208635957,79.0,30187.16585414387,390071.0377076908,640.2367923589692,5600000.0,420071.0377076908,0.0,0.0,372517.8410108447,611.4261367028156,1.1930709450711054,86642780538.92303,924771856.0845438,1.0,1.5102974828375864,642.2732265446225,246079.76932961674,1.3593916933283137,1.8874290356596506,1230398.8466480838,-10662.770799119957,-6339038.506385925
348,643.78352402746,225.57076509800024,216.07444035419363,123.84921898318579,18.9171525221371,9.379484628395186,79.0,30246.483334991546,389742.7121679435,639.142373893145,5600000.0,419742.7121679435,0.0,0.0,372204.290120386,610.3809670679534,1.1929188355870863,86982700019.38087,928510143.5381619,1.0,1.5102974828374727,643.78352402746,247206.91560649153,1.360455018547553,1.8918673015000733,1236034.5780324577,-10562.625154448673,-6339038.00314148
349,645.2938215102974,226.6564282160979,216.4246542632574,125.31573972739032,18.939040891453587,9.506437170430804,79.0,30305.80081583922,389414.3866281962,638.0479554273206,5600000.0,419414.3866281962,0.0,0.0,371890.73922992736,609.3357974330912,1.1927664796721071,87322938467.44125,932249243.5221301,1.0,1.5102974828374727,645.2938215102974,248336.435828479,1.361520008549106,1.896305567340496,1241682.179142395,-10462.241782857105,-6339037.498702426
350,646.804118993135,227.74209133419558,216.77486817232116,126.78226047159485,18.960929260770072,9.63338971246642,79.0,30365.118296686895,389086.0610884489,636.9535369614964,5600000.0,419086.0610884489,0.0,0.0,371577.1883394687,608.290627798229,1.192614143215556,87663493636.37402,935981352.3270878,1.0,1.5102974828375864,646.804118993135,249468.38385150043,1.3625866672457054,1.9007438331809192,1247341.919257502,-10361.622559518553,-6339036.993078189
351,648.3144164759726,228.82775445229333,217.12508208138496,128.24878121579948,18.982817630086558,9.760342254502044,79.0,30424.435777534574,388757.7355487016,635.8591184956721,5600000.0,418757.7355487016,0.0,0.0,371263.63744901004,607.2454581633668,1.192461826214947,88004363279.44894,939706469.9530355,1.0,1.5102974828375864,648.3144164759726,250602.7586895539,1.3636549985623552,1.9051820990213424,1253013.7934477695,-10260.767462202348,-6339036.4862686545
352,649.8247139588101,229.91529997015226,217.47529599044873,129.715301960004,19.004705999403043,9.88729479653766,79.0,30483.75325838225,388429.41000895435,634.7647000298477,5600000.0,418429.41000895435,0.0,0.0,370950.0865585514,606.2002885285045,1.1923092646203928,88345545149.93584,943432320.6217854,1.0,1.5102974828374727,649.8247139588101,251739.50360696096,1.3647250064363772,1.9096203648617651,1258697.5180348048,-10159.674582920969,-6339035.978264236
353,651.3350114416476,231.00971843597654,217.8255098995125,131.18182270420854,19.026594368719532,10.014247338573275,79.0,30543.070739229926,388101.08446920704,633.6702815640235,5600000.0,418101.08446920704,0.0,0.0,370636.5356680927,605.1551188936425,1.1921557585881042,88687037001.10455,947179348.2516546,1.0,1.5102974828374727,651.3350114416476,252878.46839050695,1.3657966948174627,1.9140586307021878,1264392.3419525349,-10058.338899714872,-6339035.469039697
354,652.8453089244852,232.10413690180087,218.1757238085763,132.64834344841316,19.048482738036018,10.1411998806089,79.0,30602.388220077606,387772.7589294597,632.5758630981991,5600000.0,417772.7589294597,0.0,0.0,370322.98477763403,604.1099492587801,1.1920022723192298,89028836586.22491,950919328.3220379,1.0,1.5102974828375864,652.8453089244852,254019.85468046306,1.3668700676677177,1.918496896542611,1270099.2734023153,-9956.767274946906,-6339034.9586295225
355,654.3556064073226,233.19855536762515,218.52593771764003,134.1148641926177,19.070371107352504,10.268152422644516,79.0,30661.705700925282,387444.4333897125,631.4814446323749,5600000.0,417444.4333897125,0.0,0.0,370009.4338871754,603.064779623918,1.1918488058112253,89370941658.56674,954652260.8329349,1.0,1.5102974828374727,654.3556064073226,255163.66148437053,1.3679451289617137,1.9229351623830337,1275818.3074218526,-9854.959686166607,-6339034.447033599
356,655.8659038901602,234.29297383344942,218.8761516267038,135.58138493682222,19.09225947666899,10.395104964680131,79.0,30721.02318177296,387116.10784996516,630.3870261665506,5600000.0,417116.10784996516,0.0,0.0,369695.8829967167,602.0196099890559,1.1916953590615464,89713349971.39986,958378145.7843454,1.0,1.5102974828375864,655.8659038901602,256309.8878100314,1.3690218826865366,1.927373428223457,1281549.4390501569,-9752.91611087136,-6339033.934251813
357,657.3762013729977,235.39305143766788,219.22636553576757,137.04790568102675,19.114147845985475,10.522057506715749,79.0,30780.340662620634,386787.7823102179,629.2926077007263,5600000.0,416787.7823102179,0.0,0.0,369382.3321062581,600.9744403541936,1.1915411387619492,90056059277.99406,962120113.7268199,1.0,1.5102974828374727,657.3762013729977,257458.36125456876,1.3701003328418346,1.9318116940638799,1287291.8062728439,-9650.630856561475,-6339033.42025556
358,658.8864988558353,236.49622525121882,219.57657944483137,138.51442642523136,19.13603621530196,10.649010048751371,79.0,30839.658143468314,386459.4567704706,628.198189234902,5600000.0,416459.4567704706,0.0,0.0,369068.7812157994,599.9292707193314,1.1913865044459562,90399067331.6192,965867642.8097674,1.0,1.5102974828375864,658.8864988558353,258609.1565036806,1.3711804834398704,1.9362499599043028,1293045.7825184031,-9548.106467989273,-6339032.905057628
359,660.3967963386727,237.5993990647697,219.92679335389514,139.98094716943592,19.157924584618446,10.775962590786989,79.0,30898.97562431599,386131.1312307233,627.1037707690776,5600000.0,416131.1312307233,0.0,0.0,368755.2303253407,598.8841010844691,1.1912318901978993,90742371885.54507,969608067.9527527,1.0,1.5102974828374727,660.3967963386727,259762.36592192223,1.372262338505568,1.9406882257447258,1298811.8296096113,-9445.346024507657,-6339032.38867349
360,661.9070938215102,238.70257287832055,220.2770072629589,141.44746791364045,19.17981295393493,10.902915132822605,79.0,30958.293105163666,385802.80569097603,626.0093523032534,5600000.0,415802.80569097603,0.0,0.0,368441.67943488207,597.838931449607,1.1910772960151745,91085970693.04153,973341389.1557758,1.0,1.5102974828374727,661.9070938215102,260917.98851067698,1.373345902076564,1.9451264915851485,1304589.942553385,-9342.349503397942,-6339031.8711030325
361,663.3884688090737,240.41379962192858,220.7275992438564,142.39848771266517,19.191493383742905,11.023062381852553,78.94896030245744,30922.96597353492,385474.4801512287,622.0226843100171,5600000.0,415474.4801512287,0.0,0.0,368128.12854442344,594.0316635160663,1.1908375315245794,91421889687.13513,979545065.0666909,1.0,1.4813749875635267,663.3884688090737,262034.42724740462,1.3744311782032588,1.9494797637576,1310172.1362370232,-9240.46556443628,-6339031.3591234395
362,664.526664013531,249.33987662919137,222.36922694259283,137.2328325539746,19.082051537160478,11.062461446622228,78.29230922296287,29764.633469306504,385146.1546114814,583.7180380061675,5600000.0,415146.1546114814,0.0,0.0,367814.57765396475,557.4507262958899,1.189587657607191,91663375713.9238,1015110769.6092943,1.0,1.1381952044572472,664.526664013531,262658.3895638927,1.375518170948865,1.952824543811252,1313291.9478194634,-9154.403054924682,-6339030.926648517
363,665.6648592179882,258.2659536364542,224.01085464132922,132.067177395284,18.97260969057805,11.101860511391902,77.6356581434683,28606.30096507809,384817.82907173416,545.4133917023178,5600000.0,414817.82907173416,0.0,0.0,367501.0267635061,520.8697890757135,1.1883390955268653,91904902892.4003,1050618994.2567282,1.0,1.1381952044572472,665.6648592179882,263282.29290924,1.3766068843894606,1.956169323864904,1316411.4645462001,-9068.206036075018,-6339030.493497669
364,666.8030544224455,267.192030643717,225.65248234006566,126.90152223659342,18.863167843995623,11.141259576161575,76.97900706397374,27447.968460849675,384489.50353198685,507.10874539846816,5600000.0,414489.50353198685,0.0,0.0,367187.4758730474,484.2888518555371,1.1870918439067304,92146469946.53893,1086069739.0089924,1.0,1.1381952044572472,666.8030544224455,263906.1351040738,1.377697322614037,1.959514103918556,1319530.6755203689,-8981.874497048557,-6339030.059670839
365,667.9412496269028,276.11810765098033,227.29411003880216,121.7358670779025,18.753725997413188,11.180658640931252,76.32235598447913,26289.635956621187,384161.1779922396,468.804099094616,5600000.0,414161.1779922396,0.0,0.0,366873.9249825888,447.70791463535824,1.1858459013713587,92388075600.314,1121463003.8660893,1.0,1.1381952044573609,667.9412496269028,264529.9139753568,1.3787894897245527,1.9628588839722085,1322649.569876784,-8895.408426984213,-6339029.625167975
366,669.2020196995325,281.14853248432996,228.22257486817233,120.0134513978709,18.711143169833846,11.283573773753858,76.0,25750.41796836136,383799.4229429907,449.4428415083076,5600000.0,413799.4229429907,0.0,0.0,366528.44891055615,429.2179136404337,1.1851443079783808,92656175689.75145,1140896839.950534,1.0,1.2607700726296116,669.2020196995325,265372.38364607975,1.3799948661269936,1.9665638711085616,1326861.9182303988,-8804.340987029485,-6339029.1675426485
367,670.580986966471,282.4224355785494,228.46334693065367,121.61130235797434,18.733031539150332,11.4477365436275,76.0,25808.20326335688,383405.432295294,448.3484230424833,5600000.0,413405.432295294,0.0,0.0,366152.18784200575,428.17274400557153,1.1849667025816546,92949841772.90518,1144975117.4326694,1.0,1.3789672669385027,670.580986966471,266427.23802538624,1.3813100522098296,1.9706162007889474,1332136.190126931,-8708.784624692984,-6339028.6873599235
368,671.9599542334097,283.69633867276895,228.704118993135,123.20915331807788,18.75491990846682,11.611899313501151,76.0,25865.988558352405,383011.44164759724,447.254004576659,5600000.0,413011.44164759724,0.0,0.0,365775.92677345534,427.12757437070934,1.1847891238008237,93243565313.88017,1149043550.8837147,1.0,1.37896726693873,671.9599542334097,267484.0232212237,1.3826277475258943,1.9746685304693339,1337420.1161061183,-8613.031309556216,-6339028.206187485
369,673.3389215003482,284.9702417669884,228.94489105561635,124.80700427818132,18.776808277783307,11.776062083374793,76.0,25923.773853347928,382617.4509999005,446.1595861108347,5600000.0,412617.4509999005,0.0,0.0,365399.665704905,426.08240473584715,1.1846115716319,93537344065.09668,1153102140.3036695,1.0,1.3789672669385027,673.3389215003482,268542.73829357413,1.3839479592630641,1.9787208601497197,1342713.6914678707,-8517.081023963168,-6339027.724025246
370,674.7178887672868,286.2441448612079,229.1856631180977,126.40485523828477,18.798696647099792,11.940224853248434,76.0,25981.559148343447,382223.46035220375,445.06516764501043,5600000.0,412223.46035220375,0.0,0.0,365023.4046363546,425.03723510098496,1.1844340460708944,93831175778.97522,1157150885.6925335,1.0,1.3789672669386164,674.7178887672868,269603.38230270933,1.3852706946366957,1.982773189830106,1348016.9115135465,-8420.933750220574,-6339027.240873117
371,676.0968560342254,287.52628196199385,229.42643518057903,128.0027061983882,18.820585016416278,12.104387623122076,76.0,26039.34444333897,381829.46970450704,443.97074917918616,5600000.0,411829.46970450704,0.0,0.0,364647.1435678042,423.99206546612277,1.1842553999171779,94125058207.93616,1161223041.464768,1.0,1.3789672669386164,676.0968560342254,270665.69211340527,1.3865959608897565,1.9868255195104922,1353328.4605670264,-8324.581217573024,-6339026.756689535
372,677.4758233011642,288.80894040393997,229.6672072430604,129.60055715849177,18.842473385732763,12.268550392995728,76.0,26097.129738334497,381435.47905681026,442.8763307133618,5600000.0,411435.47905681026,0.0,0.0,364270.8824992538,422.9468958312605,1.1840767080838899,94418989104.39989,1165287393.087245,1.0,1.37896726693873,677.4758233011642,271729.91025382484,1.3879237652929572,1.9908778491908787,1358649.5512691243,-8228.031138224527,-6339026.271513257
373,678.8547905681027,290.09159884588604,229.90797930554174,131.1984081185952,18.86436175504925,12.43271316286937,76.0,26154.915033330017,381041.4884091135,441.78191224753755,5600000.0,411041.4884091135,0.0,0.0,363894.6214307034,421.90172619639833,1.1838980432133426,94712966220.78676,1169341833.0220606,1.0,1.3789672669385027,678.8547905681027,272796.05231507996,1.3892541151448856,1.9949301788712646,1363980.2615754,-8131.284016900696,-6339025.785346818
374,680.2337578350413,291.37425728783205,230.14875136802308,132.79625907869865,18.886250124365734,12.59687593274301,76.0,26212.70032832554,380647.4977614168,440.6874937817133,5600000.0,410647.4977614168,0.0,0.0,363518.360362153,420.85655656153614,1.1837194053014677,95006987309.51724,1173386361.2692146,1.0,1.3789672669386164,680.2337578350413,273864.1173526527,1.3905870177721391,1.9989825085516508,1369320.5867632634,-8034.339835755527,-6339025.298190129
375,681.6127251019799,292.66017112725103,230.38952343050443,134.3941100388021,18.90813849368222,12.761038702616652,76.0,26270.485623321063,380253.50711372006,439.593075315889,5600000.0,410253.50711372006,0.0,0.0,363142.09929360263,419.81138692667395,1.1835403410624359,95301050123.01169,1177434074.9846938,1.0,1.3789672669386164,681.6127251019799,274933.9991258918,1.39192248052946,2.003034838232037,1374669.995629459,-7937.195313601755,-6339024.810026702
376,682.9916923689186,293.9515849169237,230.6302954929858,135.99196099890565,18.930026862998705,12.925201472490304,76.0,26328.270918316586,379859.5164660233,438.49865685006466,5600000.0,409859.5164660233,0.0,0.0,362765.8382250522,418.76621729181176,1.183360538213706,95595152413.69055,1181493958.0751698,1.0,1.37896726693873,682.9916923689186,276005.62257595855,1.3932605107998708,2.0070871679124234,1380028.112879793,-7839.848182151094,-6339024.320845136
377,684.3706596358571,295.2429987065964,230.87106755546714,137.58981195900907,18.95191523231519,13.089364242363946,76.0,26386.05621331211,379465.5258183265,437.40423838424033,5600000.0,409465.5258183265,0.0,0.0,362389.5771565018,417.7210476569495,1.183180762680534,95889291933.97409,1185543861.8214133,1.0,1.3789672669385027,684.3706596358571,277079.16395792936,1.3946011159948097,2.011139497592809,1385395.8197896467,-7742.303936597891,-6339023.830673048
